iter	Passed	Remaining
627	3743	2217
628	3748	2210
629	3753	2204
630	3758	2198
631	3764	2191
632	3769	2185
633	3774	2179
634	3779	2172
635	3784	2166
636	3790	2159
637	3795	2153
638	3800	2147
639	3805	2140
640	3810	2134
641	3816	2128
642	3821	2121
643	3827	2115
644	3832	2109
645	3837	2102
646	3842	2096
647	3848	2090
648	3853	2084
649	3858	2077
650	3864	2071
651	3869	2065
652	3875	2059
653	3882	2053
654	3887	2047
655	3892	2041
656	3898	2035
657	3904	2029
658	3909	2023
659	3915	2016
660	3920	2010
661	3925	2004
662	3931	1998
663	3936	1991
664	3941	1985
665	3947	1979
666	3952	1973
667	3957	1966
668	3962	1960
669	3968	1954
670	3973	1948
671	3978	1942
672	3984	1936
673	3989	1929
674	3995	1923
675	4000	1917
676	4005	1911
677	4011	1904
678	4016	1898
679	4021	1892
680	4026	1886
681	4032	1880
682	4037	1874
683	4043	1867
684	4048	1861
685	4054	1855
686	4059	1849
687	4064	1843
688	4070	1837
689	4075	1831
690	4081	1824
691	4086	1818
692	4091	1812
693	4096	1806
694	4102	1800
695	4107	1794
696	4113	1788
697	4118	1782
698	4124	1775
699	4129	1769
700	4134	1763
701	4140	1757
702	4146	1751
703	4151	1745
704	4156	1739
705	4161	1733
706	4167	1727
707	4172	1721
708	4178	1714
709	4183	1708
710	4189	1702
711	4194	1696
712	4199	1690
713	4204	1684
714	4210	1678
715	4215	1672
716	4221	1666
717	4226	1659
718	4232	1653
719	4237	1647
720	4242	1641
721	4248	1635
722	4253	1629
723	4258	1623
724	4264	1617
725	4269	1611
726	4275	1605
727	4280	1599
728	4286	1593
729	4291	1587
730	4296	1581
731	4302	1575
732	4307	1569
733	4312	1562
734	4318	1556
735	4323	1550
736	4328	1544
737	4334	1538
738	4339	1532
739	4345	1526
740	4350	1520
741	4355	1514
742	4361	1508
743	4366	1502
744	4371	1496
745	4377	1490
746	4382	1484
747	4387	1478
748	4392	1472
749	4398	1466
750	4403	1460
751	4409	1454
752	4414	1448
753	4419	1441
754	4424	1435
755	4430	1429
756	4435	1423
757	4440	1417
758	4445	1411
759	4450	1405
760	4456	1399
761	4461	1393
762	4466	1387
763	4471	1381
764	4477	1375
765	4482	1369
766	4487	1363
767	4492	1357
768	4497	1351
769	4503	1345
770	4508	1339
771	4513	1333
772	4519	1327
773	4524	1321
774	4529	1315
775	4535	1309
776	4540	1303
777	4545	1297
778	4551	1291
779	4556	1285
780	4561	1279
781	4567	1273
782	4572	1267
783	4577	1261
784	4583	1255
785	4588	1249
786	4593	1243
787	4599	1237
788	4604	1231
789	4609	1225
790	4614	1219
791	4620	1213
792	4625	1207
793	4630	1201
794	4636	1195
795	4641	1189
796	4647	1183
797	4652	1177
798	4657	1171
799	4662	1165
800	4668	1159
801	4673	1153
802	4678	1147
803	4684	1141
804	4689	1135
805	4694	1130
806	4700	1124
807	4705	1118
808	4710	1112
809	4716	1106
810	4721	1100
811	4726	1094
812	4731	1088
813	4736	1082
814	4742	1076
815	4747	1070
816	4752	1064
817	4757	1058
818	4763	1052
819	4768	1046
820	4774	1040
821	4779	1035
822	4785	1029
823	4790	1023
824	4795	1017
825	4801	1011
826	4806	1005
827	4811	999
828	4817	993
829	4822	987
830	4827	981
831	4832	975
832	4837	969
833	4843	964
834	4849	958
835	4854	952
836	4859	946
837	4865	940
838	4870	934
839	4876	928
840	4881	922
841	4886	917
842	4892	911
843	4897	905
844	4902	899
845	4907	893
846	4912	887
847	4918	881
848	4923	875
849	4929	869
850	4934	864
851	4940	858
852	4947	852
853	4952	846
854	4957	840
855	4963	834
856	4968	829
857	4973	823
858	4979	817
859	4984	811
860	4989	805
861	4995	799
862	5000	793
863	5005	787
864	5010	782
865	5016	776
866	5021	770
867	5026	764
868	5032	758
869	5037	752
870	5043	746
871	5048	741
872	5053	735
873	5059	729
874	5064	723
875	5069	717
876	5075	711
877	5080	705
878	5085	700
879	5090	694
880	5095	688
881	5100	682
882	5106	676
883	5111	670
884	5116	664
885	5121	659
886	5127	653
887	5132	647
888	5138	641
889	5144	635
890	5150	630
891	5155	624
892	5160	618
893	5165	612
894	5170	606
895	5176	600
896	5181	594
897	5186	589
898	5191	583
899	5197	577
900	5202	571
901	5208	565
902	5213	560
903	5218	554
904	5223	548
905	5229	542
906	5234	536
907	5239	530
908	5245	525
909	5250	519
910	5255	513
911	5261	507
912	5266	501
913	5272	496
914	5277	490
915	5283	484
916	5288	478
917	5293	472
918	5299	467
919	5304	461
920	5310	455
921	5315	449
922	5320	443
923	5325	438
924	5331	432
925	5336	426
926	5342	420
927	5347	414
928	5352	409
929	5358	403
930	5363	397
931	5369	391
932	5374	385
933	5380	380
934	5385	374
935	5390	368
936	5396	362
937	5401	357
938	5407	351
939	5412	345
940	5418	339
941	5423	333
942	5428	328
943	5434	322
944	5439	316
945	5445	310
946	5450	305
947	5455	299
948	5461	293
949	5466	287
950	5472	281
951	5477	276
952	5482	270
953	5488	264
954	5493	258
955	5498	253
956	5504	247
957	5509	241
958	5514	235
959	5519	229
960	5524	224
961	5530	218
962	5535	212
963	5541	206
964	5546	201
965	5551	195
966	5556	189
967	5562	183
968	5567	178
969	5572	172
970	5578	166
971	5583	160
972	5588	155
973	5594	149
974	5600	143
975	5605	137
976	5610	132
977	5615	126
978	5621	120
979	5626	114
980	5631	109
981	5637	103
982	5642	97
983	5647	91
984	5653	86
985	5658	80
986	5663	74
987	5668	68
988	5674	63
989	5679	57
990	5684	51
991	5690	45
992	5695	40
993	5701	34
994	5706	28
995	5711	22
996	5717	17
997	5722	11
998	5727	5
999	5733	0
