ldr1,led2,led3,temperature1,potentiometer2,gas1,led1,air_quality1,temperature2,potentiometer1,humidity1,anomaly
76.421394,88.62745,75.81628,24.398996,46.38672,9.602652,130.0,13.444223,24.969995,50.195312,61.469994,1
75.75915,88.62745,74.77196,24.659006,46.289062,7.4871874,0.0,15.299692,25.169994,50.097656,79.369995,1
76.81875,88.62745,75.81628,24.073225,46.289062,18.098755,130.0,41.3739,24.669994,50.195312,63.469994,1
74.30219,88.62745,73.85549,24.414606,46.289062,7.291875,0.0,13.444223,24.869995,50.097656,65.46999,1
73.90484,88.62745,72.81117,25.231007,46.38672,6.998906,0.0,11.491098,25.369995,50.195312,98.67,1
74.03729,88.62745,73.07118,24.398996,46.289062,7.5848436,0.0,21.061401,25.069996,50.29297,65.77,1
76.421394,88.62745,75.81628,24.317482,46.289062,8.919058,130.0,13.151255,24.869995,50.195312,61.269997,1
74.56709,88.62745,73.85549,24.496025,46.289062,7.389531,0.0,13.639536,25.069996,50.195312,65.17,1
76.686295,88.62745,75.81628,24.25191,46.289062,8.85438,0.0,15.983278,24.669994,50.29297,64.96999,1
74.16974,88.62745,73.85549,24.577492,46.289062,7.6825,0.0,14.616098,24.969995,50.29297,65.96999,1
8.606816,88.62745,7.713137,25.134895,46.38672,7.7471876,130.0,12.565317,24.669994,50.29297,62.030006,1
76.421394,88.62745,75.81628,24.073225,46.38672,8.137808,130.0,12.272348,24.869995,50.195312,61.169994,1
76.951195,88.62745,75.81628,24.480558,46.38672,7.551875,130.0,12.76063,25.169994,50.195312,98.77,1
76.686295,88.62745,75.81628,24.073225,46.38672,11.881723,0.0,22.623901,24.930004,50.29297,63.469994,1
76.02649,88.62745,75.68627,24.20323,46.289062,7.3242188,0.0,12.077036,24.8,50.195312,1638.3,1
29.141518,40.0,28.497446,24.236015,39.257812,7.6495314,140.0,12.467661,24.769995,54.492188,61.130005,1
76.55385,88.62745,75.81628,24.333235,46.38672,10.319223,0.0,16.862183,24.669994,50.195312,63.169994,1
74.03729,88.62745,72.81117,25.149137,46.38672,6.998906,0.0,11.491098,25.169994,50.29297,98.67,1
74.16974,88.62745,73.85549,24.496025,46.289062,7.5848436,0.0,14.32313,24.869995,50.195312,66.369995,1
74.56709,88.62745,73.85549,24.496025,46.289062,7.389531,0.0,13.444223,24.869995,50.195312,65.369995,1
28.611717,88.62745,29.673916,25.381157,46.38672,7.6495314,130.0,13.248911,25.269995,50.195312,84.73,1
12.315426,88.62745,6.5366664,26.454447,46.289062,7.3565626,130.0,11.588755,24.669994,50.29297,93.23,1
74.43464,88.62745,73.85549,24.577492,46.289062,7.6825,0.0,15.495005,24.969995,50.195312,65.869995,1
74.03729,88.62745,73.07118,24.496025,46.289062,7.4871874,0.0,15.202036,24.869995,50.195312,66.369995,1
78.14814,88.62745,77.51705,24.496025,46.289062,6.9335938,0.0,11.881723,-3276.5706,50.195312,60.769997,1
76.28895,88.62745,75.81628,24.073225,46.38672,8.430777,130.0,12.467661,24.869995,50.195312,61.269997,1
76.421394,88.62745,75.81628,24.414606,46.289062,7.389531,0.0,15.885629,24.769995,50.29297,66.06999,1
76.02405,88.62745,75.03197,24.82218,46.289062,7.389531,0.0,16.66687,25.530005,50.195312,98.67,1
77.75079,88.62745,76.73274,24.414606,46.289062,7.389531,0.0,12.370005,-3276.5706,50.195312,62.869995,1
72.05054,0.0,71.1104,24.414606,0.0,7.389531,0.0,12.76063,24.769995,0.0,60.269997,1
2.3816557,88.62745,1.8307842,24.317482,46.38672,7.7471876,130.0,18.619995,24.769995,50.195312,66.130005,1
76.28895,88.62745,75.81628,24.25191,46.38672,8.659067,0.0,15.10438,24.669994,50.195312,63.069996,1
74.16974,88.62745,73.07118,24.236015,46.289062,7.4871874,0.0,19.108276,25.130005,50.29297,66.46999,1
81.05716,40.0,80.130005,25.05292,39.160156,7.6495314,140.0,13.151255,24.769995,54.492188,65.369995,1
76.28895,88.62745,75.81628,24.56217,46.289062,10.67687,130.0,15.299692,24.969995,50.195312,61.669994,1
28.479267,40.0,27.713133,25.299015,39.257812,7.6495314,140.0,12.467661,24.769995,54.589844,61.730003,1
73.50749,88.62745,73.07118,24.643833,46.289062,8.528433,130.0,14.127817,24.969995,50.195312,63.369995,1
11.653174,88.62745,13.071172,24.236015,46.38672,7.3565626,130.0,11.491098,24.669994,50.29297,65.93001,1
76.421394,88.62745,75.81628,24.154596,46.289062,8.528433,130.0,12.467661,24.869995,50.195312,61.169994,1
76.28895,88.62745,75.81628,24.643833,46.289062,12.825308,130.0,17.643433,24.969995,50.195312,62.669994,1
78.93795,88.62745,77.77706,25.134895,46.289062,7.454219,130.0,12.662973,26.069996,50.097656,68.369995,1
78.0108,0.0,76.99275,24.333235,79.88281,7.6825,0.0,12.858286,24.769995,0.29296875,60.169994,1
74.16974,88.62745,73.59548,24.985556,46.38672,6.9335938,0.0,11.425781,25.169994,50.195312,78.96999,1
74.56709,88.62745,73.85549,24.577492,46.289062,7.389531,0.0,13.639536,25.069996,50.195312,65.27,1
32.447887,88.62745,31.6347,24.154596,46.38672,8.137808,130.0,13.737192,24.869995,50.195312,63.430004,1
76.686295,88.62745,75.81628,24.333235,46.289062,8.756723,0.0,15.787973,24.669994,50.195312,64.96999,1
75.22934,88.62745,75.03197,24.577492,46.289062,7.4871874,0.0,16.66687,25.269995,50.195312,65.67,1
74.03729,88.62745,73.07118,25.216927,46.289062,7.2589064,130.0,11.491098,26.269995,50.195312,98.67,1
74.43464,88.62745,73.85549,24.659006,46.289062,7.6825,0.0,16.764526,25.169994,50.195312,65.56999,1
64.50576,88.62745,29.673916,24.889128,87.01172,8.235464,242.0,13.639536,26.369995,92.96875,98.93001,1
27.414774,88.62745,26.536661,24.643833,46.289062,9.016714,130.0,14.713755,24.869995,50.195312,64.33,1
76.55385,88.62745,75.81628,24.25191,46.289062,9.049692,0.0,15.592661,24.669994,50.195312,63.069996,1
76.28895,88.62745,75.81628,24.56217,46.289062,12.532339,130.0,17.643433,24.969995,50.195312,62.669994,1
76.421394,88.62745,75.81628,24.643833,46.289062,13.997183,130.0,19.303589,24.969995,50.29297,65.67,1
68.73927,88.62745,67.973145,24.154596,46.289062,7.844844,130.0,13.248911,24.869995,50.195312,49.5,1
76.81875,88.62745,75.81628,24.25191,46.38672,8.85438,0.0,16.080933,24.669994,50.29297,64.96999,1
76.28895,88.62745,75.81628,24.480558,46.289062,10.188589,130.0,14.420786,24.969995,50.195312,61.469994,1
74.03729,88.62745,73.85549,24.496025,46.38672,7.5848436,0.0,15.885629,24.869995,50.29297,66.46999,1
74.69954,88.62745,73.85549,24.496025,46.289062,8.659067,0.0,17.252808,24.869995,50.29297,65.369995,1
76.28895,88.62745,75.81628,24.414606,46.38672,8.85438,0.0,15.983278,24.669994,50.195312,65.06999,1
74.03729,18.82353,73.07118,24.414606,18.75,7.291875,0.0,12.370005,24.769995,0.09765625,60.269997,1
76.421394,88.62745,75.81628,24.414606,46.289062,8.85438,0.0,16.373901,24.669994,50.195312,64.869995,1
74.56709,88.62745,73.85549,24.496025,46.289062,7.389531,0.0,13.444223,24.869995,50.195312,65.46999,1
